shape,background_color,shape_color,size,rotation,path
pentagon,red,"(255, 255, 0)",120,70,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-120_angle-70.png"
triangle,red,"(0, 127, 255)",175,30,"images/triangles/triangle_bg-red_color-(0, 127, 255)_size-175_angle-30.png"
octagon,blue,"(255, 0, 0)",175,10,"images/octagons/octagon_bg-blue_color-(255, 0, 0)_size-175_angle-10.png"
heptagon,black,"(255, 0, 255)",100,250,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-100_angle-250.png"
pentagon,red,"(0, 127, 0)",140,200,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-140_angle-200.png"
heptagon,white,"(127, 0, 255)",110,300,"images/heptagons/heptagon_bg-white_color-(127, 0, 255)_size-110_angle-300.png"
pentagon,black,"(127, 255, 0)",200,240,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-200_angle-240.png"
pentagon,blue,"(127, 255, 0)",100,170,"images/pentagons/pentagon_bg-blue_color-(127, 255, 0)_size-100_angle-170.png"
heptagon,blue,"(0, 255, 127)",100,100,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-100_angle-100.png"
triangle,blue,"(127, 127, 255)",150,50,"images/triangles/triangle_bg-blue_color-(127, 127, 255)_size-150_angle-50.png"
square,black,"(0, 255, 127)",150,10,"images/squares/square_bg-black_color-(0, 255, 127)_size-150_angle-10.png"
pentagon,black,"(127, 255, 0)",130,30,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-130_angle-30.png"
heptagon,blue,"(127, 127, 255)",150,40,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-150_angle-40.png"
triangle,red,"(0, 127, 127)",110,30,"images/triangles/triangle_bg-red_color-(0, 127, 127)_size-110_angle-30.png"
pentagon,red,"(127, 127, 255)",120,220,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-120_angle-220.png"
heptagon,black,"(127, 255, 0)",200,180,"images/heptagons/heptagon_bg-black_color-(127, 255, 0)_size-200_angle-180.png"
pentagon,black,"(127, 127, 255)",175,50,"images/pentagons/pentagon_bg-black_color-(127, 127, 255)_size-175_angle-50.png"
heptagon,black,"(0, 127, 127)",160,320,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-160_angle-320.png"
heptagon,white,"(127, 255, 0)",120,220,"images/heptagons/heptagon_bg-white_color-(127, 255, 0)_size-120_angle-220.png"
heptagon,white,"(127, 255, 127)",110,170,"images/heptagons/heptagon_bg-white_color-(127, 255, 127)_size-110_angle-170.png"
heptagon,white,"(127, 127, 255)",200,330,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-200_angle-330.png"
triangle,white,"(0, 0, 255)",140,20,"images/triangles/triangle_bg-white_color-(0, 0, 255)_size-140_angle-20.png"
pentagon,blue,"(0, 127, 127)",175,250,"images/pentagons/pentagon_bg-blue_color-(0, 127, 127)_size-175_angle-250.png"
heptagon,black,"(255, 0, 127)",175,100,"images/heptagons/heptagon_bg-black_color-(255, 0, 127)_size-175_angle-100.png"
triangle,red,"(127, 255, 127)",200,60,"images/triangles/triangle_bg-red_color-(127, 255, 127)_size-200_angle-60.png"
triangle,white,"(127, 127, 255)",140,60,"images/triangles/triangle_bg-white_color-(127, 127, 255)_size-140_angle-60.png"
pentagon,blue,"(255, 127, 0)",100,240,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-100_angle-240.png"
pentagon,black,"(255, 127, 0)",100,110,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-100_angle-110.png"
heptagon,blue,"(0, 127, 0)",160,330,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-160_angle-330.png"
heptagon,white,"(255, 0, 0)",100,20,"images/heptagons/heptagon_bg-white_color-(255, 0, 0)_size-100_angle-20.png"
heptagon,blue,"(127, 127, 0)",100,270,"images/heptagons/heptagon_bg-blue_color-(127, 127, 0)_size-100_angle-270.png"
triangle,white,"(0, 255, 127)",140,90,"images/triangles/triangle_bg-white_color-(0, 255, 127)_size-140_angle-90.png"
pentagon,black,"(127, 127, 0)",120,90,"images/pentagons/pentagon_bg-black_color-(127, 127, 0)_size-120_angle-90.png"
pentagon,blue,"(0, 127, 127)",120,50,"images/pentagons/pentagon_bg-blue_color-(0, 127, 127)_size-120_angle-50.png"
pentagon,black,"(255, 127, 0)",200,250,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-200_angle-250.png"
heptagon,blue,"(255, 127, 0)",140,320,"images/heptagons/heptagon_bg-blue_color-(255, 127, 0)_size-140_angle-320.png"
triangle,black,"(0, 0, 255)",100,70,"images/triangles/triangle_bg-black_color-(0, 0, 255)_size-100_angle-70.png"
triangle,white,"(127, 0, 255)",130,40,"images/triangles/triangle_bg-white_color-(127, 0, 255)_size-130_angle-40.png"
pentagon,white,"(0, 255, 127)",120,40,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-120_angle-40.png"
heptagon,red,"(0, 255, 0)",200,320,"images/heptagons/heptagon_bg-red_color-(0, 255, 0)_size-200_angle-320.png"
octagon,white,"(0, 127, 255)",100,40,"images/octagons/octagon_bg-white_color-(0, 127, 255)_size-100_angle-40.png"
octagon,blue,"(127, 127, 255)",110,60,"images/octagons/octagon_bg-blue_color-(127, 127, 255)_size-110_angle-60.png"
octagon,blue,"(255, 127, 0)",150,20,"images/octagons/octagon_bg-blue_color-(255, 127, 0)_size-150_angle-20.png"
heptagon,red,"(127, 127, 255)",130,280,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-130_angle-280.png"
pentagon,white,"(255, 0, 255)",100,170,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-100_angle-170.png"
pentagon,red,"(127, 127, 255)",160,20,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-160_angle-20.png"
heptagon,blue,"(0, 255, 0)",100,280,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-100_angle-280.png"
triangle,black,"(255, 255, 0)",150,70,"images/triangles/triangle_bg-black_color-(255, 255, 0)_size-150_angle-70.png"
octagon,black,"(127, 0, 255)",200,60,"images/octagons/octagon_bg-black_color-(127, 0, 255)_size-200_angle-60.png"
square,black,"(127, 0, 255)",140,80,"images/squares/square_bg-black_color-(127, 0, 255)_size-140_angle-80.png"
pentagon,black,"(255, 0, 0)",175,120,"images/pentagons/pentagon_bg-black_color-(255, 0, 0)_size-175_angle-120.png"
pentagon,white,"(0, 255, 127)",120,210,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-120_angle-210.png"
pentagon,red,"(127, 0, 127)",120,200,"images/pentagons/pentagon_bg-red_color-(127, 0, 127)_size-120_angle-200.png"
pentagon,black,"(255, 127, 0)",175,70,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-175_angle-70.png"
heptagon,black,"(255, 0, 0)",120,170,"images/heptagons/heptagon_bg-black_color-(255, 0, 0)_size-120_angle-170.png"
heptagon,blue,"(127, 0, 255)",200,200,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-200_angle-200.png"
pentagon,blue,"(127, 0, 255)",130,80,"images/pentagons/pentagon_bg-blue_color-(127, 0, 255)_size-130_angle-80.png"
triangle,blue,"(127, 255, 0)",140,50,"images/triangles/triangle_bg-blue_color-(127, 255, 0)_size-140_angle-50.png"
pentagon,blue,"(127, 127, 255)",150,90,"images/pentagons/pentagon_bg-blue_color-(127, 127, 255)_size-150_angle-90.png"
pentagon,black,"(127, 255, 127)",130,170,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-130_angle-170.png"
pentagon,black,"(0, 0, 255)",140,80,"images/pentagons/pentagon_bg-black_color-(0, 0, 255)_size-140_angle-80.png"
octagon,white,"(127, 0, 127)",200,20,"images/octagons/octagon_bg-white_color-(127, 0, 127)_size-200_angle-20.png"
heptagon,white,"(0, 127, 255)",175,240,"images/heptagons/heptagon_bg-white_color-(0, 127, 255)_size-175_angle-240.png"
square,red,"(127, 0, 127)",150,70,"images/squares/square_bg-red_color-(127, 0, 127)_size-150_angle-70.png"
pentagon,red,"(255, 0, 127)",130,310,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-130_angle-310.png"
triangle,blue,"(0, 127, 127)",120,40,"images/triangles/triangle_bg-blue_color-(0, 127, 127)_size-120_angle-40.png"
pentagon,red,"(255, 127, 0)",110,20,"images/pentagons/pentagon_bg-red_color-(255, 127, 0)_size-110_angle-20.png"
octagon,white,"(127, 255, 0)",130,40,"images/octagons/octagon_bg-white_color-(127, 255, 0)_size-130_angle-40.png"
heptagon,blue,"(0, 127, 0)",120,350,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-120_angle-350.png"
pentagon,red,"(255, 127, 0)",120,100,"images/pentagons/pentagon_bg-red_color-(255, 127, 0)_size-120_angle-100.png"
heptagon,red,"(255, 0, 255)",150,210,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-150_angle-210.png"
heptagon,black,"(255, 0, 127)",200,90,"images/heptagons/heptagon_bg-black_color-(255, 0, 127)_size-200_angle-90.png"
pentagon,blue,"(255, 127, 0)",160,20,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-160_angle-20.png"
pentagon,black,"(127, 255, 0)",110,290,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-110_angle-290.png"
pentagon,red,"(127, 0, 127)",160,210,"images/pentagons/pentagon_bg-red_color-(127, 0, 127)_size-160_angle-210.png"
square,white,"(127, 255, 127)",160,80,"images/squares/square_bg-white_color-(127, 255, 127)_size-160_angle-80.png"
square,blue,"(0, 127, 255)",175,20,"images/squares/square_bg-blue_color-(0, 127, 255)_size-175_angle-20.png"
pentagon,black,"(127, 127, 0)",100,180,"images/pentagons/pentagon_bg-black_color-(127, 127, 0)_size-100_angle-180.png"
heptagon,white,"(255, 0, 0)",160,350,"images/heptagons/heptagon_bg-white_color-(255, 0, 0)_size-160_angle-350.png"
heptagon,blue,"(127, 127, 255)",175,150,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-175_angle-150.png"
heptagon,blue,"(127, 0, 127)",200,240,"images/heptagons/heptagon_bg-blue_color-(127, 0, 127)_size-200_angle-240.png"
pentagon,white,"(255, 0, 127)",140,170,"images/pentagons/pentagon_bg-white_color-(255, 0, 127)_size-140_angle-170.png"
pentagon,black,"(0, 255, 0)",160,240,"images/pentagons/pentagon_bg-black_color-(0, 255, 0)_size-160_angle-240.png"
pentagon,black,"(127, 127, 255)",130,190,"images/pentagons/pentagon_bg-black_color-(127, 127, 255)_size-130_angle-190.png"
heptagon,white,"(127, 255, 0)",130,70,"images/heptagons/heptagon_bg-white_color-(127, 255, 0)_size-130_angle-70.png"
square,black,"(127, 127, 255)",120,10,"images/squares/square_bg-black_color-(127, 127, 255)_size-120_angle-10.png"
heptagon,black,"(127, 255, 127)",140,310,"images/heptagons/heptagon_bg-black_color-(127, 255, 127)_size-140_angle-310.png"
pentagon,blue,"(255, 255, 0)",175,320,"images/pentagons/pentagon_bg-blue_color-(255, 255, 0)_size-175_angle-320.png"
triangle,white,"(255, 255, 0)",110,10,"images/triangles/triangle_bg-white_color-(255, 255, 0)_size-110_angle-10.png"
pentagon,blue,"(255, 127, 0)",150,200,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-150_angle-200.png"
hexagon,white,"(0, 0, 255)",130,0,"images/hexagons/hexagon_bg-white_color-(0, 0, 255)_size-130_angle-0.png"
triangle,black,"(255, 0, 255)",140,40,"images/triangles/triangle_bg-black_color-(255, 0, 255)_size-140_angle-40.png"
pentagon,black,"(0, 127, 255)",120,210,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-120_angle-210.png"
heptagon,white,"(127, 255, 0)",110,110,"images/heptagons/heptagon_bg-white_color-(127, 255, 0)_size-110_angle-110.png"
hexagon,white,"(0, 0, 255)",120,20,"images/hexagons/hexagon_bg-white_color-(0, 0, 255)_size-120_angle-20.png"
triangle,blue,"(127, 127, 0)",140,40,"images/triangles/triangle_bg-blue_color-(127, 127, 0)_size-140_angle-40.png"
hexagon,red,"(0, 255, 127)",140,30,"images/hexagons/hexagon_bg-red_color-(0, 255, 127)_size-140_angle-30.png"
triangle,black,"(0, 0, 255)",150,20,"images/triangles/triangle_bg-black_color-(0, 0, 255)_size-150_angle-20.png"
heptagon,black,"(127, 255, 0)",150,200,"images/heptagons/heptagon_bg-black_color-(127, 255, 0)_size-150_angle-200.png"
pentagon,red,"(0, 127, 255)",160,190,"images/pentagons/pentagon_bg-red_color-(0, 127, 255)_size-160_angle-190.png"
heptagon,red,"(255, 255, 0)",160,30,"images/heptagons/heptagon_bg-red_color-(255, 255, 0)_size-160_angle-30.png"
pentagon,red,"(0, 127, 0)",200,80,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-200_angle-80.png"
pentagon,blue,"(127, 127, 255)",110,320,"images/pentagons/pentagon_bg-blue_color-(127, 127, 255)_size-110_angle-320.png"
octagon,blue,"(0, 255, 255)",120,50,"images/octagons/octagon_bg-blue_color-(0, 255, 255)_size-120_angle-50.png"
heptagon,blue,"(127, 255, 0)",160,270,"images/heptagons/heptagon_bg-blue_color-(127, 255, 0)_size-160_angle-270.png"
triangle,blue,"(0, 127, 127)",130,80,"images/triangles/triangle_bg-blue_color-(0, 127, 127)_size-130_angle-80.png"
triangle,black,"(127, 255, 0)",130,30,"images/triangles/triangle_bg-black_color-(127, 255, 0)_size-130_angle-30.png"
heptagon,black,"(127, 255, 127)",175,290,"images/heptagons/heptagon_bg-black_color-(127, 255, 127)_size-175_angle-290.png"
octagon,red,"(127, 0, 127)",110,20,"images/octagons/octagon_bg-red_color-(127, 0, 127)_size-110_angle-20.png"
pentagon,white,"(127, 255, 127)",160,160,"images/pentagons/pentagon_bg-white_color-(127, 255, 127)_size-160_angle-160.png"
square,blue,"(0, 255, 127)",130,30,"images/squares/square_bg-blue_color-(0, 255, 127)_size-130_angle-30.png"
octagon,black,"(255, 127, 0)",150,20,"images/octagons/octagon_bg-black_color-(255, 127, 0)_size-150_angle-20.png"
triangle,white,"(0, 255, 0)",175,30,"images/triangles/triangle_bg-white_color-(0, 255, 0)_size-175_angle-30.png"
pentagon,blue,"(0, 255, 127)",140,200,"images/pentagons/pentagon_bg-blue_color-(0, 255, 127)_size-140_angle-200.png"
pentagon,blue,"(0, 127, 0)",150,330,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-150_angle-330.png"
heptagon,red,"(0, 255, 255)",110,220,"images/heptagons/heptagon_bg-red_color-(0, 255, 255)_size-110_angle-220.png"
triangle,red,"(0, 0, 255)",175,30,"images/triangles/triangle_bg-red_color-(0, 0, 255)_size-175_angle-30.png"
triangle,white,"(0, 255, 127)",120,10,"images/triangles/triangle_bg-white_color-(0, 255, 127)_size-120_angle-10.png"
hexagon,blue,"(0, 127, 255)",130,20,"images/hexagons/hexagon_bg-blue_color-(0, 127, 255)_size-130_angle-20.png"
heptagon,red,"(0, 255, 255)",160,220,"images/heptagons/heptagon_bg-red_color-(0, 255, 255)_size-160_angle-220.png"
pentagon,blue,"(255, 255, 0)",110,200,"images/pentagons/pentagon_bg-blue_color-(255, 255, 0)_size-110_angle-200.png"
pentagon,red,"(0, 255, 127)",110,270,"images/pentagons/pentagon_bg-red_color-(0, 255, 127)_size-110_angle-270.png"
pentagon,red,"(0, 0, 255)",140,280,"images/pentagons/pentagon_bg-red_color-(0, 0, 255)_size-140_angle-280.png"
pentagon,black,"(127, 0, 255)",160,60,"images/pentagons/pentagon_bg-black_color-(127, 0, 255)_size-160_angle-60.png"
hexagon,blue,"(255, 0, 127)",130,10,"images/hexagons/hexagon_bg-blue_color-(255, 0, 127)_size-130_angle-10.png"
square,blue,"(127, 0, 127)",175,70,"images/squares/square_bg-blue_color-(127, 0, 127)_size-175_angle-70.png"
pentagon,white,"(127, 0, 255)",160,150,"images/pentagons/pentagon_bg-white_color-(127, 0, 255)_size-160_angle-150.png"
pentagon,red,"(255, 0, 127)",175,50,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-175_angle-50.png"
pentagon,blue,"(0, 127, 0)",100,320,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-100_angle-320.png"
pentagon,red,"(0, 255, 255)",110,170,"images/pentagons/pentagon_bg-red_color-(0, 255, 255)_size-110_angle-170.png"
pentagon,black,"(255, 0, 127)",175,270,"images/pentagons/pentagon_bg-black_color-(255, 0, 127)_size-175_angle-270.png"
heptagon,white,"(255, 0, 127)",130,110,"images/heptagons/heptagon_bg-white_color-(255, 0, 127)_size-130_angle-110.png"
heptagon,black,"(0, 255, 127)",175,150,"images/heptagons/heptagon_bg-black_color-(0, 255, 127)_size-175_angle-150.png"
pentagon,blue,"(255, 0, 0)",150,260,"images/pentagons/pentagon_bg-blue_color-(255, 0, 0)_size-150_angle-260.png"
pentagon,blue,"(255, 255, 0)",160,330,"images/pentagons/pentagon_bg-blue_color-(255, 255, 0)_size-160_angle-330.png"
heptagon,white,"(127, 255, 0)",100,120,"images/heptagons/heptagon_bg-white_color-(127, 255, 0)_size-100_angle-120.png"
square,blue,"(255, 0, 0)",200,80,"images/squares/square_bg-blue_color-(255, 0, 0)_size-200_angle-80.png"
heptagon,red,"(255, 255, 0)",160,220,"images/heptagons/heptagon_bg-red_color-(255, 255, 0)_size-160_angle-220.png"
triangle,white,"(0, 0, 255)",110,70,"images/triangles/triangle_bg-white_color-(0, 0, 255)_size-110_angle-70.png"
pentagon,white,"(127, 0, 127)",130,220,"images/pentagons/pentagon_bg-white_color-(127, 0, 127)_size-130_angle-220.png"
triangle,red,"(255, 0, 255)",200,110,"images/triangles/triangle_bg-red_color-(255, 0, 255)_size-200_angle-110.png"
hexagon,white,"(127, 127, 0)",140,40,"images/hexagons/hexagon_bg-white_color-(127, 127, 0)_size-140_angle-40.png"
pentagon,red,"(0, 127, 127)",130,70,"images/pentagons/pentagon_bg-red_color-(0, 127, 127)_size-130_angle-70.png"
pentagon,black,"(255, 127, 0)",150,40,"images/pentagons/pentagon_bg-black_color-(255, 127, 0)_size-150_angle-40.png"
heptagon,black,"(255, 127, 0)",100,10,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-100_angle-10.png"
triangle,black,"(255, 0, 127)",100,10,"images/triangles/triangle_bg-black_color-(255, 0, 127)_size-100_angle-10.png"
pentagon,white,"(255, 127, 0)",100,200,"images/pentagons/pentagon_bg-white_color-(255, 127, 0)_size-100_angle-200.png"
pentagon,white,"(255, 255, 0)",140,0,"images/pentagons/pentagon_bg-white_color-(255, 255, 0)_size-140_angle-0.png"
heptagon,red,"(127, 127, 255)",120,250,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-120_angle-250.png"
triangle,white,"(0, 127, 255)",175,20,"images/triangles/triangle_bg-white_color-(0, 127, 255)_size-175_angle-20.png"
pentagon,white,"(0, 127, 127)",150,270,"images/pentagons/pentagon_bg-white_color-(0, 127, 127)_size-150_angle-270.png"
pentagon,white,"(0, 0, 255)",160,150,"images/pentagons/pentagon_bg-white_color-(0, 0, 255)_size-160_angle-150.png"
pentagon,red,"(0, 127, 127)",150,330,"images/pentagons/pentagon_bg-red_color-(0, 127, 127)_size-150_angle-330.png"
octagon,blue,"(255, 255, 0)",160,80,"images/octagons/octagon_bg-blue_color-(255, 255, 0)_size-160_angle-80.png"
pentagon,white,"(255, 0, 255)",110,130,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-110_angle-130.png"
octagon,black,"(0, 255, 255)",140,10,"images/octagons/octagon_bg-black_color-(0, 255, 255)_size-140_angle-10.png"
heptagon,black,"(127, 127, 255)",110,80,"images/heptagons/heptagon_bg-black_color-(127, 127, 255)_size-110_angle-80.png"
square,white,"(127, 0, 127)",160,50,"images/squares/square_bg-white_color-(127, 0, 127)_size-160_angle-50.png"
heptagon,black,"(0, 255, 127)",140,290,"images/heptagons/heptagon_bg-black_color-(0, 255, 127)_size-140_angle-290.png"
heptagon,black,"(0, 255, 255)",110,350,"images/heptagons/heptagon_bg-black_color-(0, 255, 255)_size-110_angle-350.png"
heptagon,red,"(127, 255, 127)",160,40,"images/heptagons/heptagon_bg-red_color-(127, 255, 127)_size-160_angle-40.png"
pentagon,blue,"(127, 0, 127)",120,320,"images/pentagons/pentagon_bg-blue_color-(127, 0, 127)_size-120_angle-320.png"
triangle,blue,"(0, 127, 0)",140,70,"images/triangles/triangle_bg-blue_color-(0, 127, 0)_size-140_angle-70.png"
heptagon,red,"(255, 0, 127)",150,120,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-150_angle-120.png"
heptagon,black,"(0, 127, 127)",200,330,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-200_angle-330.png"
triangle,blue,"(0, 255, 255)",120,20,"images/triangles/triangle_bg-blue_color-(0, 255, 255)_size-120_angle-20.png"
heptagon,red,"(255, 0, 255)",140,100,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-140_angle-100.png"
pentagon,white,"(0, 0, 255)",140,150,"images/pentagons/pentagon_bg-white_color-(0, 0, 255)_size-140_angle-150.png"
pentagon,black,"(255, 0, 0)",150,340,"images/pentagons/pentagon_bg-black_color-(255, 0, 0)_size-150_angle-340.png"
heptagon,black,"(0, 127, 0)",200,250,"images/heptagons/heptagon_bg-black_color-(0, 127, 0)_size-200_angle-250.png"
